Employee ID,Employee Name,Gender,Age,Department,Job Role,Hire Date,Employment Status,Resignation Date,Education Level,Region,Monthly Salary,Bonus,Performance Score,Overtime Hours,Attendance Rate (%),Years at Company,Job Satisfaction
EMP002916,Employee_2916,Male,38,IT,Software Engineer,2022-01-09,Resigned,2022-07-15,High School,Jakarta,22245741,5986986,3.93,12,75.19,4.0,4
EMP002917,Employee_2917,Female,46,Sales,Sales Executive,2018-02-08,Active,,Master,Jakarta,28809342,1071086,3.58,0,93.49,7.9,3
EMP002918,Employee_2918,Male,38,Logistics,Warehouse Staff,2025-04-14,Active,,High School,Medan,18633777,2396086,2.59,7,91.07,0.7,4
EMP002919,Employee_2919,Female,29,Customer Service,Customer Support,2024-02-03,Active,,Bachelor,Jakarta,22708765,2765449,3.67,21,82.27,1.9,5
EMP002920,Employee_2920,Female,29,IT,System Admin,2020-01-11,Active,,Bachelor,Jakarta,17263184,4235210,4.53,13,76.56,6.0,3
EMP002921,Employee_2921,Male,49,Finance,Accountant,2024-02-03,Active,,High School,Bandung,8661226,7488399,4.17,4,95.77,1.9,4
EMP002922,Employee_2922,Male,55,Sales,Sales Executive,2020-11-22,Active,,Master,Yogyakarta,16424862,3710795,4.58,45,92.84,5.1,3
EMP002923,Employee_2923,Male,42,Sales,Sales Executive,2021-04-25,Active,,High School,Bandung,28205588,891526,3.47,0,98.48,4.7,1
EMP002924,Employee_2924,Female,41,Marketing,SEO Specialist,2025-08-22,Active,,Bachelor,Bandung,29213612,9976120,3.21,12,89.79,0.4,2
EMP002925,Employee_2925,Male,33,Logistics,Supply Chain Analyst,2018-12-19,Resigned,2020-08-03,Master,Yogyakarta,10982670,8074740,2.77,37,91.01,7.0,5
EMP002926,Employee_2926,Female,41,IT,Data Analyst,2019-06-28,Resigned,2023-11-17,Diploma,Medan,32342742,2864353,2.97,52,90.01,6.5,1
EMP002927,Employee_2927,Male,49,HR,HR Staff,2022-12-17,Active,,Diploma,Surabaya,21980474,3910168,2.89,38,79.31,3.0,2
EMP002928,Employee_2928,Male,45,HR,HR Manager,2023-06-12,Active,,Bachelor,Medan,7681880,3456058,4.62,22,92.83,2.6,2
EMP002929,Employee_2929,Male,26,HR,HR Staff,2024-11-23,Active,,High School,Yogyakarta,21057562,1287049,2.99,38,98.72,1.1,1
EMP002930,Employee_2930,Male,47,Marketing,SEO Specialist,2021-12-25,Active,,High School,Bandung,26468599,1175385,4.84,11,92.12,4.0,4
EMP002931,Employee_2931,Female,24,Customer Service,Customer Support,2019-10-18,Resigned,2022-06-17,Bachelor,Yogyakarta,24645307,181530,4.25,53,81.56,6.2,5
EMP002932,Employee_2932,Female,51,Operatons,Call Center,2022-03-01,Resigned,2027-01-18,High School,Bandung,15175765,2631751,3.61,12,88.47,3.8,1
EMP002933,Employee_2933,Female,31,HR,Recruiter,2020-10-08,Active,,Bachelor,Medan,33890177,3598955,2.93,9,95.07,5.2,3
EMP002934,Employee_2934,Male,44,Customer Service,Call Center,2018-05-30,Active,,Diploma,Yogyakarta,6036055,6245780,4.41,40,89.88,7.6,2
EMP002935,Employee_2935,Female,38,IT,Data Analyst,2020-06-24,Active,,Master,Yogyakarta,7301346,8455250,3.8,44,79.04,5.5,5
EMP002936,Employee_2936,Female,21,IT,System Admin,2024-10-14,Active,,Bachelor,Semarang,27129124,5518031,3.94,51,85.2,1.2,3
EMP002937,Employee_2937,Female,29,IT,Data Analyst,2018-03-22,Active,,High School,Surabaya,27163198,9657216,4.59,34,90.02,7.8,2
EMP002938,Employee_2938,Male,45,Logistics,Supply Chain Analyst,2022-08-21,Active,,Master,Bandung,4591617,7675203,2.62,52,98.3,3.4,4
EMP002939,Employee_2939,Male,54,Customer Service,Call Center,2018-03-21,Active,,Master,Jakarta,19830807,1599829,3.21,46,90.18,7.8,4
EMP002940,Employee_2940,Male,22,Customer Service,Customer Support,2021-08-11,Resigned,2025-02-01,Diploma,Medan,21461268,2730468,4.01,43,79.79,4.4,4
EMP002941,Employee_2941,Male,36,Operations,Operations Staff,2024-10-18,Active,,Bachelor,Semarang,7171753,2387446,3.0,28,80.89,1.2,2
EMP002942,Employee_2942,Male,46,Marketing,Marketing Executive,2023-11-13,Active,,Master,Surabaya,11222449,7205861,,42,89.76,2.1,1
EMP002943,Employee_2943,Male,48,HR,Recruiter,2022-03-16,Resigned,2022-07-13,High School,Yogyakarta,17217897,457799,2.62,34,75.21,3.8,3
EMP002944,Employee_2944,Male,31,Operations,Operations Manager,2024-12-13,Active,,Bachelor,Semarang,11278714,6970399,2.88,13,94.14,1.0,3
EMP002945,Employee_2945,Male,54,Sales,Sales Executive,2018-07-13,Active,,Bachelor,Semarang,20329603,9010951,4.23,23,88.42,7.5,3
EMP002946,Employee_2946,Male,47,Marketing,Marketing Executive,2020-09-09,Active,,High School,Surabaya,4072338,3895613,2.72,2,72.18,5.3,3
EMP002947,Employee_2947,Male,32,Operations,Operations Manager,2018-04-02,Resigned,2019-04-23,High School,Bandung,11638477,3634338,3.82,39,83.88,7.8,3
EMP002948,Employee_2948,Female,22,HR,HR Staff,2018-12-19,Active,,Master,Bandung,29357109,3201144,4.03,15,71.39,7.0,2
EMP002949,Employee_2949,Female,56,Customer Service,Customer Support,2024-06-08,Active,,High School,Jakarta,16970235,4076156,2.55,53,80.55,1.6,4
EMP002950,Employee_2950,Male,30,IT,Data Analyst,2021-07-14,Active,,Bachelor,Yogyakarta,6626221,7729921,3.0,56,88.04,4.5,1
EMP002951,Employee_2951,Female,39,IT,Data Analyst,2021-07-04,Active,,Bachelor,Yogyakarta,23848856,4360100,4.44,30,70.9,4.5,4
EMP002952,Employee_2952,Female,27,Sales,Sales Executive,2021-04-25,Active,,Master,Semarang,26162211,6784814,3.63,38,85.7,4.7,1
EMP002953,Employee_2953,Male,34,IT,Software Engineer,2023-02-16,Active,,Bachelor,Semarang,13046540,4181232,3.73,23,96.57,2.9,5
EMP002954,Employee_2954,Male,36,Operations,Operations Staff,2018-08-14,Active,,Bachelor,Medan,7584390,5110464,3.86,23,81.68,7.4,4
EMP002955,Employee_2955,Male,53,IT,Data Analyst,2018-08-28,Active,,Bachelor,Semarang,18129251,7283453,4.34,48,75.29,7.3,5
EMP002956,Employee_2956,Female,39,Logistics,Warehouse Staff,2021-07-28,Active,,Diploma,Jakarta,13440546,6423997,3.5,56,76.11,4.4,5
EMP002957,Employee_2957,Female,57,HR,Recruiter,2023-05-03,Active,,Bachelor,Jakarta,15528569,6663476,4.65,49,93.07,2.7,5
EMP002958,Employee_2958,Male,43,Customer Service,Customer Support,2023-01-10,Active,,Bachelor,Yogyakarta,16789082,2748072,3.28,6,76.31,3.0,2
EMP002959,Employee_2959,Male,25,IT,Data Analyst,2021-08-30,Active,,Bachelor,Medan,33295318,1907831,3.52,55,72.79,4.3,2
EMP002960,Employee_2960,Female,35,Finance,Financial Analyst,2018-09-15,Active,,Diploma,Bandung,9471880,407360,3.78,33,74.87,7.3,4
EMP002961,Employee_2961,Male,57,Logistics,Supply Chain Analyst,2024-01-30,Active,,Diploma,Bandung,7422552,269166,4.19,52,97.63,1.9,2
EMP002962,Employee_2962,Male,24,Sales,Sales Manager,2025-06-13,Active,,High School,Surabaya,34181953,8903470,2.69,43,86.08,0.6,2
EMP002963,Employee_2963,Male,55,Logistics,Warehouse Staff,2021-12-01,Active,,Master,Semarang,12837183,5694569,4.07,36,80.23,4.1,3
EMP002964,Employee_2964,Male,36,Finance,Accountant,2019-07-22,Active,,Master,Medan,25675463,7872249,3.32,44,97.43,6.4,1
EMP002965,Employee_2965,Female,54,HR,HR Manager,2019-01-30,Active,,Bachelor,Yogyakarta,6854563,4357351,3.98,14,85.4,6.9,5
EMP002966,Employee_2966,Male,57,IT,Software Engineer,2018-01-18,Active,,Master,Bandung,8703171,2400003,3.98,16,78.08,8.0,5
EMP002967,Employee_2967,Female,47,Operations,Operations Manager,2023-01-26,Active,,Master,Medan,31544757,8354159,3.03,36,80.63,2.9,4
EMP002968,Employee_2968,Female,39,HR,HR Manager,2022-08-19,Active,,Bachelor,Jakarta,26624974,54219,3.52,24,85.82,3.4,2
EMP002969,Employee_2969,Male,28,Marketing,Marketing Executive,2020-09-16,Active,,High School,Jakarta,9537205,8385948,4.82,21,85.32,5.3,5
EMP002970,Employee_2970,Male,58,Marketing,SEO Specialist,2019-03-29,Active,,Bachelor,Yogyakarta,12172641,5442017,4.69,29,97.67,6.8,4
EMP002971,Employee_2971,Female,21,HR,HR Manager,2021-03-30,Active,,Diploma,Medan,12239646,5866781,3.38,18,90.88,4.8,3
EMP002972,Employee_2972,Female,45,HR,HR Manager,2024-02-23,Active,,Master,Bandung,27590803,5266706,3.66,21,79.99,1.9,4
EMP002973,Employee_2973,Male,32,Operations,Operations Manager,2025-08-04,Active,,Bachelor,Surabaya,28175841,1941303,4.68,38,97.36,0.4,2
EMP002974,Employee_2974,Female,45,IT,Data Analyst,2023-07-23,Active,,High School,Bandung,34038015,4092599,4.92,27,74.22,2.4,4
EMP002975,Employee_2975,Male,44,Customer Service,Call Center,2024-12-28,Active,,Master,Jakarta,5580796,3171237,4.95,52,80.54,1.0,5
EMP002976,Employee_2976,Female,48,HR,HR Manager,2025-04-02,Active,,Master,Jakarta,14565317,794994,2.85,34,72.77,0.7,3
EMP002977,Employee_2977,Male,58,Marketing,Marketing Executive,2019-06-23,Resigned,2023-10-31,High School,Semarang,19550484,2940768,3.49,19,97.81,6.5,4
EMP002978,Employee_2978,Female,42,Finance,Financial Analyst,2018-12-14,Active,,Master,Medan,33914305,268526,2.75,7,,7.1,5
EMP002979,Employee_2979,Female,51,HR,Recruiter,2024-12-22,Active,,Bachelor,Jakarta,16581669,3703443,4.49,28,87.7,1.0,3
EMP002980,Employee_2980,Female,53,Customer Service,Call Center,2022-08-13,Active,,High School,Jakarta,20597848,6314110,2.69,32,84.87,3.4,3
EMP002981,Employee_2981,Male,56,Finance,Financial Analyst,2018-07-03,Active,,High School,Semarang,6358547,2507324,2.87,20,82.18,7.5,5
EMP002982,Employee_2982,Female,31,Marketing,SEO Specialist,2018-06-23,Active,,Bachelor,Medan,25767589,3528510,4.82,26,85.26,7.5,4
EMP002983,Employee_2983,Male,28,Operations,Operations Staff,2022-08-21,Resigned,2026-12-23,Bachelor,Bandung,22273349,6670957,2.8,46,98.19,3.4,3
EMP002984,Employee_2984,Male,29,Marketing,SEO Specialist,2019-10-19,Active,,Bachelor,Surabaya,12045656,9757027,3.21,33,99.54,6.2,2
EMP002985,Employee_2985,Female,52,IT,Data Analyst,2022-03-27,Active,,Diploma,Surabaya,26125236,9031676,4.29,38,99.6,3.8,5
EMP002986,Employee_2986,Male,26,Finance,Financial Analyst,2022-03-09,Active,,Bachelor,Bandung,5159527,5205367,3.49,19,94.43,3.8,5
EMP002987,Employee_2987,Male,45,IT,Software Engineer,2024-11-29,Active,,Master,Yogyakarta,25342887,9778770,3.23,28,82.87,1.1,2
EMP002988,Employee_2988,Female,54,IT,Software Engineer,2025-02-05,Active,,Bachelor,Semarang,21950048,2437093,3.03,4,90.72,0.9,3
EMP002989,Employee_2989,Female,40,Sales,Sales Executive,2018-04-20,Active,,Diploma,Jakarta,29097070,6566723,3.19,29,96.86,7.7,5
EMP002990,Employee_2990,Male,27,Customer Service,Call Center,2021-06-27,Resigned,2024-02-09,Bachelor,Semarang,13402137,1482503,3.25,58,72.55,4.5,5
EMP002991,Employee_2991,Male,37,Marketing,SEO Specialist,2018-11-04,Active,,High School,Semarang,12568116,2221170,3.66,29,75.19,7.2,2
EMP002992,Employee_2992,Male,40,Logistics,Supply Chain Analyst,2023-07-11,Resigned,2025-03-12,High School,Bandung,30778684,4754211,4.74,35,75.55,2.5,4
EMP002993,Employee_2993,Female,54,Customer Service,Call Center,2019-09-22,Active,,Diploma,Jakarta,18477629,748236,4.9,53,83.96,6.3,5
EMP002994,Employee_2994,Female,34,HR,HR Manager,2024-08-29,Active,,Bachelor,Semarang,28407004,9205072,3.83,46,93.51,1.3,4
EMP002995,Employee_2995,Male,27,Marketing,Marketing Executive,2022-01-21,Active,,Diploma,Yogyakarta,21094249,5922484,3.62,56,71.16,3.9,2
EMP002996,Employee_2996,Female,52,Customer Service,Customer Support,2025-04-05,Active,,Diploma,Medan,25473515,2879495,3.7,12,85.84,0.7,3
EMP002997,Employee_2997,Male,26,IT,System Admin,2024-02-18,Resigned,2028-02-08,Master,Jakarta,30924838,4929680,3.91,45,97.67,1.9,5
EMP002998,Employee_2998,Male,22,Customer Service,Customer Support,2022-08-10,Resigned,2024-10-29,Diploma,Surabaya,31245073,185544,3.74,37,91.53,3.4,1
EMP002999,Employee_2999,Male,53,Finance,Financial Analyst,2019-04-18,Active,,Diploma,Yogyakarta,22499165,6428748,3.34,46,88.76,6.7,3
EMP003000,Employee_3000,Female,32,HR,HR Manager,2025-11-23,Active,,Bachelor,Medan,17068288,2980898,,30,90.4,0.1,1
EMP003001,Employee_3001,Female,47,Customer Service,Customer Support,2018-08-13,Active,,Master,Semarang,8901941,3175205,4.59,53,86.41,7.4,2
EMP003002,Employee_3002,Female,45,IT,Data Analyst,2019-04-13,Active,,High School,Medan,11349286,5361904,4.67,39,80.07,6.7,3
EMP003003,Employee_3003,Female,55,IT,Data Analyst,2020-02-17,Active,,Diploma,Semarang,10398138,4817497,4.97,0,73.4,5.9,1
EMP003004,Employee_3004,Male,44,Marketing,SEO Specialist,2022-07-01,Active,,Diploma,Surabaya,22972185,5711065,3.01,7,90.52,3.5,1
EMP003005,Employee_3005,Male,23,Operations,Operations Manager,2019-12-19,Resigned,2024-09-27,Diploma,Surabaya,27825860,1427477,4.59,17,74.52,6.0,1
EMP003006,Employee_3006,Male,32,Logistics,Supply Chain Analyst,2019-06-11,Resigned,2020-10-03,Master,Jakarta,15815503,6868376,2.91,40,78.16,6.6,2
EMP003007,Employee_3007,Female,33,Customer Service,Customer Support,2024-02-26,Active,,Master,Medan,18785564,8130292,4.4,39,87.23,1.8,3
EMP003008,Employee_3008,Male,50,Operations,Operations Manager,2021-02-08,Active,,Bachelor,Medan,11008133,5806314,4.2,28,72.22,4.9,2
EMP003009,Employee_3009,Female,29,IT,System Admin,2018-03-21,Active,,Master,Yogyakarta,6816228,6287451,3.21,44,84.61,7.8,3
EMP003010,Employee_3010,Male,31,Logistics,Supply Chain Analyst,2024-08-29,Active,,Bachelor,Yogyakarta,20673712,889680,3.4,24,88.26,1.3,4
EMP003011,Employee_3011,Male,23,IT,System Admin,2025-11-01,Active,,Master,Jakarta,10050790,7257998,3.14,32,84.28,0.2,1
EMP003012,Employee_3012,Female,32,Customer Service,Customer Support,2018-12-28,Resigned,2020-05-10,Bachelor,Medan,30053739,1291285,2.77,24,89.42,7.0,2
EMP003013,Employee_3013,Male,56,Customer Service,Call Center,2023-12-19,Active,,High School,Semarang,10201082,1896765,3.89,40,72.29,2.0,1
EMP003014,Employee_3014,Male,57,HR,HR Staff,2019-04-10,Active,,High School,Semarang,18501084,8125746,2.51,15,96.03,6.7,3
EMP003015,Employee_3015,Female,32,Operations,Operations Staff,2020-08-18,Active,,Diploma,Yogyakarta,24513233,4875350,4.61,52,81.39,5.4,5
EMP003016,Employee_3016,Male,40,Marketing,Marketing Executive,2024-09-22,Resigned,2027-09-04,Diploma,Medan,33928015,8645090,3.43,31,80.54,1.3,2
EMP003017,Employee_3017,Female,54,Sales,Sales Executive,2018-01-30,Active,,High School,Yogyakarta,4806163,1894787,2.84,59,78.43,7.9,1
EMP003018,Employee_3018,Female,37,HR,HR Manager,2023-04-30,Resigned,2025-05-09,Bachelor,Semarang,27219169,5196207,4.0,2,80.52,2.7,4
EMP003019,Employee_3019,Male,31,Logistics,Supply Chain Analyst,2022-04-22,Active,,Master,Yogyakarta,10327223,3120211,3.04,11,83.78,3.7,3
EMP003020,Employee_3020,Female,53,Finance,Financial Analyst,2023-11-14,Active,,Bachelor,Yogyakarta,17828432,6095048,3.97,30,81.56,2.1,5
EMP003021,Employee_3021,Female,56,Operations,Operations Manager,2025-03-28,Active,,Diploma,Semarang,15925963,7116689,3.78,44,96.86,0.8,5
EMP003022,Employee_3022,Male,34,Customer Service,Customer Support,2022-01-14,Active,,Master,Jakarta,22695246,5758899,2.81,43,86.87,4.0,4
EMP003023,Employee_3023,Male,30,Finance,Accountant,2018-11-27,Active,,Master,Surabaya,26961564,3813902,3.91,22,95.98,7.1,3
EMP003024,Employee_3024,Female,52,Finance,Financial Analyst,2024-02-17,Resigned,2028-04-24,Bachelor,Medan,33124563,5769465,4.53,54,71.47,1.9,3
EMP003025,Employee_3025,Male,24,Logistics,Warehouse Staff,2024-12-13,Active,,Bachelor,Bandung,28872477,8827876,2.68,17,92.13,1.0,4
EMP003026,Employee_3026,Male,57,Operations,Operations Staff,2025-10-25,Active,,High School,Yogyakarta,4086057,2750225,4.03,27,81.71,0.2,5
EMP003027,Employee_3027,Female,58,IT,Software Engineer,2022-10-06,Active,,Diploma,Yogyakarta,17344828,4255257,4.0,11,95.56,3.2,4
EMP003028,Employee_3028,Female,32,Marketing,Marketing Executive,2021-07-21,Active,,High School,Jakarta,30706866,9219707,3.12,14,79.84,4.4,4
EMP003029,Employee_3029,Male,33,IT,System Admin,2024-09-17,Active,,High School,Medan,33929263,2378655,3.82,19,87.74,1.3,2
EMP003030,Employee_3030,Female,51,Logistics,Warehouse Staff,2025-12-14,Active,,High School,Medan,30299043,8184841,3.76,19,93.67,0.0,5
EMP003031,Employee_3031,Female,37,IT,Data Analyst,2022-06-27,Resigned,2027-11-01,Diploma,Medan,22275749,5180619,,53,91.1,3.5,1
EMP003032,Employee_3032,Female,40,Sales,Sales Manager,2020-11-29,Resigned,2022-05-29,Master,Semarang,26576139,5058529,3.53,54,92.47,5.1,1
EMP003033,Employee_3033,Male,31,Sales,Sales Manager,2025-11-04,Active,,High School,Yogyakarta,21366328,5161464,4.07,7,73.1,0.2,5
EMP003034,Employee_3034,Male,54,Logistics,Warehouse Staff,2019-12-03,Resigned,2021-11-01,High School,Yogyakarta,15032337,8297818,3.42,28,98.63,6.1,3
EMP003035,Employee_3035,Female,47,Logistics,Warehouse Staff,2018-03-21,Active,,Bachelor,Semarang,19238604,4275196,4.79,60,92.25,7.8,5
EMP003036,Employee_3036,Female,27,IT,Data Analyst,2025-05-09,Resigned,2028-07-08,High School,Medan,16953317,5530387,4.73,47,86.45,0.6,2
EMP003037,Employee_3037,Female,53,Operations,Operations Manager,2019-05-03,Resigned,2020-09-22,Diploma,Bandung,21393495,5479828,3.84,26,73.91,6.7,3
EMP003038,Employee_3038,Female,23,IT,Software Engineer,2018-12-22,Active,,Diploma,Semarang,7314736,9707472,3.25,58,95.13,7.0,3
EMP003039,Employee_3039,Male,31,Finance,Accountant,2021-05-31,Active,,High School,Medan,34169728,7373406,,52,73.57,4.6,3
EMP003040,Employee_3040,Female,44,Operations,Operations Staff,2018-06-21,Active,,Master,Medan,7505004,4001385,3.37,42,74.13,7.5,5
EMP003041,Employee_3041,Female,40,Logistics,Supply Chain Analyst,2025-09-10,Active,,High School,Jakarta,16895577,612678,3.63,12,73.77,0.3,4
EMP003042,Employee_3042,Female,22,Customer Service,Call Center,2022-08-24,Active,,Diploma,Yogyakarta,12119826,6264303,4.72,28,79.31,3.4,2
EMP003043,Employee_3043,Male,46,HR,Recruiter,2022-06-08,Active,,High School,Jakarta,33103230,4540032,3.43,2,78.15,3.6,4
EMP003044,Employee_3044,Male,45,Operations,Operations Manager,2021-10-31,Active,,High School,Surabaya,4754813,1969635,3.3,27,,4.2,1
EMP003045,Employee_3045,Male,33,Finance,Financial Analyst,2019-04-05,Resigned,2023-07-28,High School,Bandung,14210860,8673995,4.45,18,92.35,6.7,3
EMP003046,Employee_3046,Female,28,Finance,Accountant,2018-10-03,Active,,High School,Jakarta,28936436,8500451,3.82,26,87.22,7.2,5
EMP003047,Employee_3047,Male,49,Operations,Operations Manager,2019-07-11,Resigned,2020-07-31,Bachelor,Semarang,9944810,5689965,2.56,55,81.1,6.5,4
EMP003048,Employee_3048,Male,48,Finance,Financial Analyst,2025-05-29,Resigned,2027-11-07,Master,Jakarta,29037693,9255471,4.41,32,93.51,0.6,3
EMP003049,Employee_3049,Male,45,Operatons,Operations Manager,2021-02-24,Active,,Master,Surabaya,6087509,7475793,4.38,2,72.33,4.9,2
EMP003050,Employee_3050,Female,30,Finance,Financial Analyst,2018-03-10,Resigned,2022-03-19,High School,Medan,32139644,4944076,2.8,18,87.5,7.8,2
EMP003051,Employee_3051,Female,53,IT,Data Analyst,2018-05-25,Active,,Master,Surabaya,12325982,2620369,2.89,36,87.95,7.6,5
EMP003052,Employee_3052,Female,41,Sales,Sales Manager,2018-07-15,Active,,Diploma,Medan,28105203,6147371,2.81,46,79.14,7.5,2
EMP003053,Employee_3053,Female,35,Sales,Sales Executive,2024-10-02,Resigned,2029-04-07,Bachelor,Jakarta,24536003,5166560,3.84,51,98.21,1.2,1
EMP003054,Employee_3054,Female,31,Sales,Sales Manager,2020-09-18,Resigned,2022-11-20,High School,Bandung,18999999,5517835,4.47,44,96.39,5.3,3
EMP003055,Employee_3055,Male,53,Operations,Operations Staff,2023-10-05,Active,,Bachelor,Yogyakarta,32873308,9799233,3.62,54,89.18,2.2,3
EMP003056,Employee_3056,Female,49,HR,HR Staff,2021-06-23,Active,,Master,Surabaya,29104393,2546761,4.37,21,72.07,4.5,1
EMP003057,Employee_3057,Male,40,Marketing,SEO Specialist,2018-06-19,Active,,Diploma,Yogyakarta,21469736,4546921,3.01,12,77.15,7.5,2
EMP003058,Employee_3058,Male,58,Sales,Sales Executive,2020-05-26,Active,,Master,Bandung,26468444,2370643,2.62,22,70.94,5.6,1
EMP003059,Employee_3059,Female,57,Finance,Accountant,2023-05-30,Active,,High School,Surabaya,15205016,7375210,4.71,23,77.87,2.6,4
EMP003060,Employee_3060,Male,39,HR,HR Staff,2018-11-28,Resigned,2020-01-04,Master,Yogyakarta,7643801,6741093,4.08,12,76.71,7.1,1
EMP003061,Employee_3061,Female,35,IT,Software Engineer,2020-04-10,Active,,Bachelor,Semarang,28128620,5702046,3.98,14,88.29,5.7,3
EMP003062,Employee_3062,Male,38,Marketing,Marketing Executive,2021-02-14,Active,,High School,Bandung,33173417,9533887,3.29,36,77.22,4.9,5
EMP003063,Employee_3063,Male,37,Customer Service,Customer Support,2023-01-13,Active,,Bachelor,Medan,17505782,2759778,3.67,44,98.59,3.0,2
EMP003064,Employee_3064,Female,28,Finance,Financial Analyst,2018-12-22,Active,,Master,Bandung,5793103,9466744,3.59,55,98.31,7.0,3
EMP003065,Employee_3065,Male,56,IT,Data Analyst,2021-07-28,Active,,Diploma,Bandung,22592481,391622,2.78,47,99.77,4.4,4
EMP003066,Employee_3066,Female,31,Operations,Operations Manager,2019-06-21,Active,,High School,Semarang,16474117,1440524,3.2,16,85.96,6.5,1
EMP003067,Employee_3067,Male,47,Logistics,Warehouse Staff,2021-02-24,Resigned,2022-05-10,Master,Semarang,7626378,993307,2.5,33,73.01,4.9,1
EMP003068,Employee_3068,Female,40,Sales,Sales Manager,2021-06-17,Active,,High School,Semarang,13613819,2978314,2.92,22,93.86,4.5,4
EMP003069,Employee_3069,Male,26,IT,System Admin,2021-07-06,Active,,Bachelor,Semarang,11548766,4260479,3.62,48,77.54,4.5,3
EMP003070,Employee_3070,Female,32,HR,HR Staff,2018-12-18,Active,,Diploma,Yogyakarta,14938967,6320808,3.47,22,89.18,7.0,1
EMP003071,Employee_3071,Female,37,Finance,Financial Analyst,2020-10-12,Active,,Diploma,Medan,21795603,5573316,3.17,30,83.73,5.2,2
EMP003072,Employee_3072,Female,28,Customer Service,Customer Support,2023-09-04,Active,,Diploma,Yogyakarta,32182943,7513874,,31,87.42,2.3,3
EMP003073,Employee_3073,Female,27,Finance,Financial Analyst,2020-08-07,Active,,Master,Jakarta,32063596,9423268,4.7,24,89.24,5.4,1
EMP003074,Employee_3074,Male,53,Finance,Accountant,2019-06-24,Resigned,2024-10-21,Bachelor,Semarang,8401878,3631161,2.75,10,73.49,6.5,1
EMP003075,Employee_3075,Female,54,Operations,Operations Manager,2023-05-15,Active,,Master,Semarang,30814813,555934,4.26,55,99.08,2.6,3
EMP003076,Employee_3076,Female,39,Operations,Operations Staff,2019-12-07,Resigned,2022-04-20,Master,Semarang,30379313,9570652,4.55,43,98.09,6.1,4
EMP003077,Employee_3077,Female,25,IT,Software Engineer,2023-09-20,Resigned,2024-12-22,Master,Bandung,21025393,915932,3.93,3,70.25,2.3,3
EMP003078,Employee_3078,Male,48,Finance,Accountant,2021-04-27,Active,,Diploma,Yogyakarta,7162610,6671917,3.5,43,82.49,4.7,4
EMP003079,Employee_3079,Male,36,Sales,Sales Manager,2020-04-28,Active,,Master,Bandung,12006766,1615084,4.08,0,99.88,5.7,2
EMP003080,Employee_3080,Male,58,Finance,Accountant,2020-08-11,Active,,Master,Bandung,33492282,6198748,4.66,46,90.63,5.4,2
EMP003081,Employee_3081,Male,57,IT,Software Engineer,2022-12-17,Active,,Master,Jakarta,34746933,7618150,3.17,35,76.37,3.0,2
EMP003082,Employee_3082,Male,29,IT,Software Engineer,2025-09-18,Active,,Bachelor,Bandung,24559235,2229507,2.84,15,80.91,0.3,4
EMP003083,Employee_3083,Male,49,Logistics,Supply Chain Analyst,2024-04-27,Active,,Bachelor,Jakarta,30452468,84502,4.11,50,88.69,1.7,4
EMP003084,Employee_3084,Male,36,Operations,Operations Manager,2022-10-06,Resigned,2027-02-08,Master,Jakarta,28163493,723358,2.7,5,76.1,3.2,1
EMP003085,Employee_3085,Male,55,IT,System Admin,2020-03-31,Resigned,2024-12-31,High School,Bandung,21205774,3250188,4.51,31,88.49,5.8,4
EMP003086,Employee_3086,Male,51,Finance,Financial Analyst,2020-10-08,Active,,Diploma,Yogyakarta,18207968,4907240,4.46,0,73.95,5.2,1
EMP003087,Employee_3087,Male,56,Finance,Financial Analyst,2018-02-01,Active,,Bachelor,Bandung,15149835,1321202,4.72,52,99.4,7.9,1
EMP003088,Employee_3088,Male,29,Logistics,Supply Chain Analyst,2019-05-20,Active,,Bachelor,Jakarta,5510048,8796268,4.97,2,78.51,6.6,5
EMP003089,Employee_3089,Female,49,Customer Service,Customer Support,2019-11-27,Active,,High School,Jakarta,30482408,500604,4.19,22,88.36,6.1,2
EMP003090,Employee_3090,Male,54,Operations,Operations Manager,2018-08-16,Resigned,2020-01-12,Diploma,Medan,11027281,6762121,3.96,36,76.66,7.4,4
EMP003091,Employee_3091,Male,27,Customer Service,Call Center,2024-10-09,Active,,Bachelor,Jakarta,5940636,1120489,3.38,16,72.42,1.2,1
EMP003092,Employee_3092,Female,35,Marketing,SEO Specialist,2018-05-28,Active,,Master,Jakarta,19613503,4386245,3.67,41,89.88,7.6,5
EMP003093,Employee_3093,Female,40,Operations,Operations Staff,2024-10-12,Resigned,2027-10-02,High School,Surabaya,4302933,8251378,4.37,4,92.8,1.2,3
EMP003094,Employee_3094,Female,47,IT,Data Analyst,2025-05-05,Active,,Diploma,Semarang,31872501,1060806,4.44,22,79.53,0.7,1
EMP003095,Employee_3095,Female,32,Finance,Accountant,2018-03-07,Active,,Diploma,Surabaya,12014650,1269014,3.52,2,90.18,7.8,3
EMP003096,Employee_3096,Male,48,IT,System Admin,2019-03-21,Active,,High School,Surabaya,12965514,874698,3.65,23,77.59,6.8,3
EMP003097,Employee_3097,Male,38,Finance,Accountant,2019-07-03,Active,,Bachelor,Surabaya,24550639,1081602,4.94,49,89.45,6.5,4
EMP003098,Employee_3098,Female,27,Operations,Operations Staff,2021-08-24,Active,,High School,Semarang,31153251,2055141,4.66,40,99.29,4.4,5
