Employee ID;Employee Name;Gender;Age;Department;Job Role;Hire Date;Employment Status;Resignation Date;Education Level;Region;Monthly Salary;Salary Category;Bonus;Performance Score;Overtime Hours;Attendance Rate (%);Years at Company;Job Satisfaction
EMP002318;Employee_2318;Male;49;IT;Data Analyst;29/06/2025;Active;;High School;Surabaya;Rp22.396.187,00;Rp15 jt - Rp25 jt;Rp6.333.531,00;2,94;28;73,19;1;3
EMP002319;Employee_2319;Female;26;Marketing;SEO Specialist;13/03/2024;Resigned;03/11/2024;High School;Semarang;Rp27.757.988,00;>Rp25 jt;Rp7.408.233,00;4,57;26;82,97;0,6;5
EMP002320;Employee_2320;Male;48;Logistics;Warehouse Staff;24/12/2025;Active;;Master;Semarang;Rp21.531.580,00;Rp15 jt - Rp25 jt;Rp7.821.704,00;3,16;59;83,26;0,5;4
EMP002321;Employee_2321;Female;22;IT;Software Engineer;30/08/2025;Active;;Diploma;Yogyakarta;Rp25.635.463,00;>Rp25 jt;Rp6.021.191,00;4,71;20;89,18;0,8;1
EMP002322;Employee_2322;Female;27;Finance;Accountant;03/06/2022;Resigned;03/06/2025;Bachelor;Surabaya;Rp4.807.673,00;<Rp5 jt;Rp2.342.479,00;2,95;38;74,38;3;3
EMP002323;Employee_2323;Female;43;Logistics;Supply Chain Analyst;29/10/2020;Active;;Master;Semarang;Rp31.593.224,00;>Rp25 jt;Rp5.810.843,00;3,93;24;90,33;5,6;4
EMP002324;Employee_2324;Female;51;Operations;Operations Manager;19/08/2025;Active;;High School;Yogyakarta;Rp18.696.653,00;Rp15 jt - Rp25 jt;Rp3.792.988,00;4,48;34;74,97;0,8;4
EMP002325;Employee_2325;Female;53;Customer Service;Customer Support;18/10/2018;Active;;High School;Jakarta;Rp27.557.851,00;>Rp25 jt;Rp327.360,00;4,93;60;70,73;7,7;3
EMP002326;Employee_2326;Male;52;Customer Service;Call Center;20/07/2020;Active;;Diploma;Yogyakarta;Rp5.741.770,00;Rp5 jt - Rp10 jt;Rp2.527.085,00;4,71;40;84,26;5,9;4
EMP002327;Employee_2327;Female;42;HR;HR Manager;24/04/2025;Active;;Diploma;Medan;Rp34.780.855,00;>Rp25 jt;Rp5.945.533,00;3,7;26;88,74;1,2;4
EMP002328;Employee_2328;Female;57;Operations;Operations Staff;06/05/2023;Active;;High School;Bandung;Rp30.511.602,00;>Rp25 jt;Rp8.712.205,00;3,26;2;96,16;3,1;4
EMP002329;Employee_2329;Male;51;Logistics;Warehouse Staff;27/02/2021;Active;;Master;Medan;Rp34.742.033,00;>Rp25 jt;Rp8.800.724,00;4,54;6;70,56;5,3;3
EMP002330;Employee_2330;Female;45;IT;Software Engineer;12/12/2024;Active;;High School;Medan;Rp10.671.557,00;Rp10 jt - Rp15 jt;Rp6.038.674,00;2,99;57;76,46;1,5;1
EMP002331;Employee_2331;Male;34;Customer Service;Customer Support;01/12/2020;Resigned;24/01/2025;High School;Medan;Rp7.973.400,00;Rp5 jt - Rp10 jt;Rp5.169.584,00;2,62;21;82,2;4,2;1
EMP002332;Employee_2332;Female;55;Marketing;SEO Specialist;10/07/2024;Active;;Diploma;Semarang;Rp19.462.570,00;Rp15 jt - Rp25 jt;Rp8.163.060,00;2,51;38;88,06;1,9;4
EMP002333;Employee_2333;Male;31;Marketing;Marketing Executive;09/10/2018;Active;;High School;Semarang;Rp31.624.782,00;>Rp25 jt;Rp6.938.361,00;3,89;60;84,45;7,7;4
EMP002334;Employee_2334;Female;41;HR;HR Manager;29/01/2020;Resigned;17/06/2022;Master;Medan;Rp7.950.357,00;Rp5 jt - Rp10 jt;Rp4.468.517,00;4,12;43;70,25;2,4;2
EMP002335;Employee_2335;Male;38;HR;HR Manager;12/12/2025;Active;;Diploma;Bandung;Rp28.600.823,00;>Rp25 jt;Rp1.571.605,00;3,66;36;75,83;0,5;1
EMP002336;Employee_2336;Female;50;Operations;Operations Staff;28/06/2019;Active;;Master;Medan;Rp8.310.189,00;Rp5 jt - Rp10 jt;Rp3.827.498,00;3,34;25;71,29;7;3
EMP002337;Employee_2337;Female;58;HR;Recruiter;27/05/2024;Active;;Bachelor;Surabaya;Rp31.974.014,00;>Rp25 jt;Rp9.548.801,00;4,29;48;0;2,1;1
EMP002338;Employee_2338;Male;22;Operations;Operations Manager;05/03/2022;Resigned;30/05/2025;Master;Surabaya;Rp8.197.082,00;Rp5 jt - Rp10 jt;Rp8.469.077,00;4,46;55;96,57;3,2;3
EMP002339;Employee_2339;Female;24;IT;Data Analyst;11/01/2024;Active;;High School;Medan;Rp27.369.220,00;>Rp25 jt;Rp731.641,00;2,78;60;85,24;2,4;1
EMP002340;Employee_2340;Male;45;Logistics;Supply Chain Analyst;10/01/2018;Active;;Master;Yogyakarta;Rp34.526.671,00;>Rp25 jt;Rp8.055.525,00;3,52;54;95,33;8,4;4
EMP002341;Employee_2341;Female;46;Customer Service;Customer Support;19/07/2018;Active;;Bachelor;Medan;Rp12.599.100,00;Rp10 jt - Rp15 jt;Rp4.645.996,00;2,92;41;75,99;7,9;1
EMP002342;Employee_2342;Female;35;Sales;Sales Manager;16/09/2021;Resigned;05/06/2022;Diploma;Jakarta;Rp15.780.023,00;Rp15 jt - Rp25 jt;Rp9.937.805,00;3,33;31;85,53;0,7;3
EMP002343;Employee_2343;Male;37;Operations;SEO Specialist;03/12/2023;Active;;Bachelor;Semarang;Rp14.560.004,00;Rp10 jt - Rp15 jt;Rp1.738.026,00;4,23;1;85,95;2,5;1
EMP002344;Employee_2344;Male;26;HR;Recruiter;20/01/2019;Active;;Master;Bandung;Rp5.827.750,00;Rp5 jt - Rp10 jt;Rp9.430.277,00;4,69;56;84,2;7,4;4
EMP002345;Employee_2345;Female;21;Marketing;Marketing Executive;26/02/2018;Resigned;22/01/2023;High School;Bandung;Rp26.709.414,00;>Rp25 jt;Rp8.745.327,00;3,88;13;87,85;4,9;4
EMP002346;Employee_2346;Male;54;HR;HR Staff;27/07/2021;Active;;High School;Bandung;Rp24.044.689,00;Rp15 jt - Rp25 jt;Rp4.496.703,00;4,61;58;81,68;4,9;2
EMP002347;Employee_2347;Female;29;Finance;Accountant;11/02/2022;Resigned;Missing Resignation Date;Diploma;Yogyakarta;Rp14.254.276,00;Rp10 jt - Rp15 jt;Rp9.369.475,00;4,48;24;84,47;4,4;4
EMP002348;Employee_2348;Male;25;IT;System Admin;10/04/2023;Active;;Master;Yogyakarta;Rp24.312.597,00;Rp15 jt - Rp25 jt;Rp2.371.087,00;4,84;13;81,74;3,2;4
EMP002349;Employee_2349;Female;44;Finance;Accountant;21/06/2018;Active;;Diploma;Bandung;Rp6.664.924,00;Rp5 jt - Rp10 jt;Rp323.814,00;3,24;57;89,13;8;3
EMP002350;Employee_2350;Male;56;IT;Software Engineer;25/09/2020;Active;;Bachelor;Semarang;Rp14.771.452,00;Rp10 jt - Rp15 jt;Rp4.975.434,00;3,35;5;82,67;5,7;1
EMP002351;Employee_2351;Male;45;IT;Software Engineer;11/09/2019;Active;;Master;Bandung;Rp16.255.820,00;Rp15 jt - Rp25 jt;Rp958.366,00;4,36;49;70,7;6,8;3
EMP002352;Employee_2352;Male;40;Customer Service;Call Center;23/01/2018;Active;;High School;Yogyakarta;Rp22.776.610,00;Rp15 jt - Rp25 jt;Rp8.439.030,00;4,92;36;77,9;8,4;2
EMP002353;Employee_2353;Female;35;HR;HR Manager;14/11/2018;Active;;High School;Surabaya;Rp9.894.859,00;Rp5 jt - Rp10 jt;Rp5.091.085,00;4,3;42;73,42;7,6;4
EMP002354;Employee_2354;Male;33;HR;HR Manager;14/02/2021;Resigned;18/07/2025;Master;Surabaya;Rp33.760.614,00;>Rp25 jt;Rp5.167.936,00;4,91;32;99,95;4,4;4
EMP002355;Employee_2355;Male;22;HR;Recruiter;27/06/2025;Resigned;Missing Resignation Date;Diploma;Yogyakarta;Rp16.762.884,00;Rp15 jt - Rp25 jt;Rp9.295.915,00;2,84;37;92,74;1;3
EMP002356;Employee_2356;Male;32;Logistics;Warehouse Staff;02/05/2024;Resigned;02/01/2026;High School;Surabaya;Rp32.988.321,00;>Rp25 jt;Rp6.174.626,00;3,84;16;98,53;1,7;4
EMP002357;Employee_2357;Male;30;Marketing;SEO Specialist;11/12/2023;Active;;Bachelor;Surabaya;Rp31.483.666,00;>Rp25 jt;Rp8.361.820,00;2,88;27;76,49;2,5;4
EMP002358;Employee_2358;Female;45;Customer Service;Call Center;05/10/2018;Active;;Diploma;Bandung;Rp6.321.577,00;Rp5 jt - Rp10 jt;Rp6.221.272,00;3,05;26;95,64;7,7;4
EMP002359;Employee_2359;Male;53;HR;HR Manager;09/02/2018;Resigned;22/01/2020;High School;Medan;Rp18.091.762,00;Rp15 jt - Rp25 jt;Rp7.248.545,00;2,59;37;71,63;2;4
EMP002360;Employee_2360;Female;55;Customer Service;Call Center;06/05/2023;Resigned;14/11/2025;Bachelor;Semarang;Rp28.626.142,00;>Rp25 jt;Rp5.099.211,00;4,93;23;75,66;2,5;1
EMP002361;Employee_2361;Female;26;HR;Recruiter;03/03/2018;Active;;Master;Medan;Rp11.550.848,00;Rp10 jt - Rp15 jt;Rp7.644.734,00;3,57;56;82,37;8,3;3
EMP002362;Employee_2362;Male;27;Finance;Financial Analyst;08/12/2019;Active;;Diploma;Yogyakarta;Rp5.093.016,00;Rp5 jt - Rp10 jt;Rp100.366,00;3,92;48;86,55;6,5;4
EMP002363;Employee_2363;Male;42;Finance;Accountant;08/05/2020;Active;;Master;Yogyakarta;Rp22.672.515,00;Rp15 jt - Rp25 jt;Rp5.418.272,00;0;16;93,01;6,1;2
EMP002364;Employee_2364;Female;35;IT;Data Analyst;15/07/2022;Active;;Master;Jakarta;Rp33.045.315,00;>Rp25 jt;Rp6.168.890,00;4,06;44;98,47;3,9;2
EMP002365;Employee_2365;Female;26;Logistics;Supply Chain Analyst;25/01/2024;Resigned;Missing Resignation Date;Diploma;Surabaya;Rp14.173.527,00;Rp10 jt - Rp15 jt;Rp418.994,00;4,36;53;87,28;2,4;5
EMP002366;Employee_2366;Male;31;IT;Software Engineer;06/07/2022;Resigned;20/12/2024;Diploma;Jakarta;Rp12.337.436,00;Rp10 jt - Rp15 jt;Rp76.378,00;3,6;2;94,13;2,5;4
EMP002367;Employee_2367;Male;24;HR;Recruiter;22/07/2019;Active;;Master;Semarang;Rp12.259.989,00;Rp10 jt - Rp15 jt;Rp1.689.865,00;3,41;24;85,21;6,9;4
EMP002368;Employee_2368;Female;26;Finance;Financial Analyst;08/03/2022;Resigned;Missing Resignation Date;High School;Bandung;Rp28.077.024,00;>Rp25 jt;Rp7.872.433,00;2,55;56;80,35;4,3;3
EMP002369;Employee_2369;Male;42;Logistics;Supply Chain Analyst;08/12/2025;Active;;Master;Semarang;Rp17.303.373,00;Rp15 jt - Rp25 jt;Rp6.010.965,00;2,92;40;85,07;0,5;4
EMP002370;Employee_2370;Female;22;Operations;Operations Staff;20/04/2022;Active;;High School;Surabaya;Rp28.697.135,00;>Rp25 jt;Rp5.571.678,00;3,15;55;83,94;4,2;2
EMP002371;Employee_2371;Female;26;Finance;Financial Analyst;17/02/2023;Active;;High School;Surabaya;Rp33.344.184,00;>Rp25 jt;Rp5.683.774,00;2,97;54;71,18;3,3;4
EMP002372;Employee_2372;Male;42;Finance;Financial Analyst;27/11/2020;Active;;High School;Jakarta;Rp6.752.390,00;Rp5 jt - Rp10 jt;Rp4.657.520,00;3,83;35;95,64;5,6;1
EMP002373;Employee_2373;Male;40;Sales;Sales Manager;05/12/2018;Active;;Diploma;Bandung;Rp21.438.641,00;Rp15 jt - Rp25 jt;Rp2.726.724,00;4,45;33;86,99;7,5;2
EMP002374;Employee_2374;Female;22;Logistics;Supply Chain Analyst;13/01/2018;Resigned;02/01/2019;Master;Bandung;Rp34.289.038,00;>Rp25 jt;Rp9.090.974,00;2,99;47;83,08;1;1
EMP002375;Employee_2375;Male;23;Marketing;Marketing Executive;11/02/2020;Active;;High School;Jakarta;Rp16.829.748,00;Rp15 jt - Rp25 jt;Rp675.130,00;3,44;47;73,23;6,4;1
EMP002376;Employee_2376;Female;25;Sales;Sales Manager;02/10/2023;Active;;Bachelor;Bandung;Rp4.330.731,00;<Rp5 jt;Rp2.896.080,00;2,7;43;84,23;2,7;1
EMP002377;Employee_2377;Female;25;Sales;Sales Manager;03/07/2021;Active;;High School;Semarang;Rp9.792.498,00;Rp5 jt - Rp10 jt;Rp9.992.561,00;4,54;13;70,87;5;3
EMP002378;Employee_2378;Female;56;Customer Service;Customer Support;09/04/2018;Resigned;28/11/2018;Diploma;Medan;Rp11.379.694,00;Rp10 jt - Rp15 jt;Rp671.709,00;0;4;0;0,6;5
EMP002379;Employee_2379;Male;53;Finance;Accountant;01/02/2025;Active;;Diploma;Yogyakarta;Rp33.056.050,00;>Rp25 jt;Rp2.382.168,00;4,28;27;77,4;1,4;5
EMP002380;Employee_2380;Male;35;IT;Data Analyst;13/09/2023;Active;;High School;Semarang;Rp34.407.561,00;>Rp25 jt;Rp7.740.804,00;3,53;25;84,87;2,8;4
EMP002381;Employee_2381;Female;36;Finance;Financial Analyst;16/10/2021;Active;;Master;Yogyakarta;Rp23.254.144,00;Rp15 jt - Rp25 jt;Rp3.095.021,00;4,39;37;76,64;4,7;3
EMP002382;Employee_2382;Female;46;Operations;Operations Staff;07/07/2021;Active;;Diploma;Medan;Rp13.937.882,00;Rp10 jt - Rp15 jt;Rp6.053.802,00;4,99;41;76,03;5;3
EMP002383;Employee_2383;Female;52;Operations;Operations Manager;16/08/2019;Active;;Diploma;Yogyakarta;Rp15.283.708,00;Rp15 jt - Rp25 jt;Rp6.272.608,00;2,74;22;97,19;6,8;1
EMP002384;Employee_2384;Male;41;Operations;Operations Staff;06/01/2019;Active;;Master;Jakarta;Rp10.811.359,00;Rp10 jt - Rp15 jt;Rp4.073.117,00;3,7;48;87,04;7,5;5
EMP002385;Employee_2385;Male;24;Finance;Accountant;27/09/2019;Active;;Master;Semarang;Rp5.139.512,00;Rp5 jt - Rp10 jt;Rp5.793.472,00;3,11;13;76,08;6,7;1
EMP002386;Employee_2386;Male;33;Sales;Sales Manager;02/01/2020;Active;;Diploma;Surabaya;Rp11.373.072,00;Rp10 jt - Rp15 jt;Rp6.466.199,00;3,65;49;74,43;6,5;5
EMP002387;Employee_2387;Male;35;Marketing;SEO Specialist;26/08/2024;Resigned;Missing Resignation Date;High School;Jakarta;Rp16.050.120,00;Rp15 jt - Rp25 jt;Rp7.238.449,00;2,69;60;77,61;1,8;3
EMP002388;Employee_2388;Male;34;Marketing;SEO Specialist;17/10/2025;Active;;High School;Medan;Rp27.747.099,00;>Rp25 jt;Rp3.924.149,00;4,39;58;84,04;0,7;2
EMP002389;Employee_2389;Male;49;Finance;Accountant;06/06/2018;Active;;Diploma;Yogyakarta;Rp10.124.010,00;Rp10 jt - Rp15 jt;Rp6.673.510,00;4,74;18;80,7;8;5
EMP002390;Employee_2390;Female;58;Finance;Accountant;10/04/2021;Active;;Diploma;Surabaya;Rp5.938.765,00;Rp5 jt - Rp10 jt;Rp1.737.298,00;4,56;21;93,16;5,2;1
EMP002391;Employee_2391;Female;27;HR;HR Staff;26/03/2024;Active;;High School;Jakarta;Rp11.533.913,00;Rp10 jt - Rp15 jt;Rp8.878.164,00;3,21;25;78,17;2,2;1
EMP002392;Employee_2392;Female;36;IT;System Admin;21/12/2018;Resigned;30/09/2022;Master;Bandung;Rp9.790.275,00;Rp5 jt - Rp10 jt;Rp5.769.525,00;3,75;9;95,54;3,8;4
EMP002393;Employee_2393;Male;36;Logistics;Supply Chain Analyst;08/10/2019;Active;;Master;Bandung;Rp17.083.165,00;Rp15 jt - Rp25 jt;Rp3.153.851,00;4,32;41;73,11;6,7;5
EMP002394;Employee_2394;Male;49;Operations;Operations Manager;27/08/2019;Active;;High School;Surabaya;Rp5.976.158,00;Rp5 jt - Rp10 jt;Rp6.246.517,00;4,08;48;81,95;6,8;5
EMP002395;Employee_2395;Female;29;Marketing;SEO Specialist;25/12/2018;Active;;Master;Medan;Rp17.185.792,00;Rp15 jt - Rp25 jt;Rp3.531.751,00;3,13;25;87,53;7,5;1
EMP002396;Employee_2396;Female;57;Operations;Operations Staff;29/05/2018;Active;;Diploma;Medan;Rp18.334.864,00;Rp15 jt - Rp25 jt;Rp970.188,00;2,82;4;70,32;8,1;5
EMP002397;Employee_2397;Female;32;Marketing;SEO Specialist;21/02/2020;Active;;High School;Yogyakarta;Rp12.702.867,00;Rp10 jt - Rp15 jt;Rp3.755.119,00;3,04;35;96,87;6,3;4
EMP002398;Employee_2398;Male;40;Operations;Operations Staff;01/02/2024;Resigned;27/02/2026;Diploma;Bandung;Rp34.685.829,00;>Rp25 jt;Rp6.676.672,00;4,17;38;93,16;2,1;2
EMP002399;Employee_2399;Female;33;Finance;Accountant;11/02/2025;Active;;Bachelor;Jakarta;Rp16.909.382,00;Rp15 jt - Rp25 jt;Rp1.904.461,00;3,88;4;74,09;1,3;5
EMP002400;Employee_2400;Female;31;Customer Service;Customer Support;15/12/2021;Active;;Master;Yogyakarta;Rp23.656.631,00;Rp15 jt - Rp25 jt;Rp5.396.854,00;4,06;13;77,44;4,5;4
EMP002401;Employee_2401;Female;46;Logistics;Warehouse Staff;05/11/2024;Active;;Bachelor;Medan;Rp34.881.078,00;>Rp25 jt;Rp5.310.993,00;2,93;19;88,89;1,6;2
EMP002402;Employee_2402;Male;39;IT;System Admin;13/12/2019;Active;;Diploma;Medan;Rp13.116.005,00;Rp10 jt - Rp15 jt;Rp2.740.810,00;4,45;33;99,9;6,5;4
EMP002403;Employee_2403;Male;29;Sales;Sales Executive;20/07/2020;Resigned;09/09/2022;Master;Medan;Rp27.437.821,00;>Rp25 jt;Rp9.947.690,00;4,7;57;98,9;2,1;3
EMP002404;Employee_2404;Female;29;IT;Software Engineer;15/05/2019;Active;;High School;Semarang;Rp10.742.830,00;Rp10 jt - Rp15 jt;Rp8.525.713,00;4,39;0;98,1;7,1;3
EMP002405;Employee_2405;Male;52;Finance;Accountant;24/10/2024;Active;;Bachelor;Medan;Rp32.557.533,00;>Rp25 jt;Rp4.378.421,00;4,61;26;0;1,6;1
EMP002406;Employee_2406;Male;49;Sales;Sales Executive;02/03/2021;Active;;Bachelor;Semarang;Rp23.084.945,00;Rp15 jt - Rp25 jt;Rp7.370.057,00;2,64;40;78,35;5,3;2
EMP002407;Employee_2407;Male;57;Sales;Sales Manager;14/02/2025;Active;;Master;Yogyakarta;Rp9.630.113,00;Rp5 jt - Rp10 jt;Rp4.389.910,00;4,51;27;87,4;1,3;3
EMP002408;Employee_2408;Male;58;Marketing;Marketing Executive;05/01/2018;Resigned;11/02/2022;Bachelor;Medan;Rp12.957.961,00;Rp10 jt - Rp15 jt;Rp1.773.317,00;4,58;2;98,73;4,1;2
EMP002409;Employee_2409;Male;31;IT;Data Analyst;24/05/2024;Resigned;13/11/2024;Diploma;Bandung;Rp22.959.076,00;Rp15 jt - Rp25 jt;Rp6.026.888,00;4,41;58;93,14;0,5;1
EMP002410;Employee_2410;Female;46;Finance;Financial Analyst;11/11/2023;Active;;Bachelor;Semarang;Rp27.179.952,00;>Rp25 jt;Rp4.729.584,00;4,9;43;70,57;2,6;4
EMP002411;Employee_2411;Male;35;Operations;Operations Manager;18/11/2024;Resigned;Missing Resignation Date;Master;Jakarta;Rp4.824.585,00;<Rp5 jt;Rp2.917.414,00;4,23;49;82,66;1,6;3
EMP002412;Employee_2412;Female;51;Finance;Accountant;11/01/2024;Active;;Master;Semarang;Rp24.750.728,00;Rp15 jt - Rp25 jt;Rp1.774.189,00;4,68;55;76,08;2,4;1
EMP002413;Employee_2413;Female;49;Customer Service;Call Center;11/10/2023;Active;;Master;Semarang;Rp29.568.368,00;>Rp25 jt;Rp7.539.839,00;3,23;1;87,2;2,7;5
EMP002414;Employee_2414;Male;31;Finance;Accountant;05/02/2021;Active;;Bachelor;Medan;Rp11.335.205,00;Rp10 jt - Rp15 jt;Rp9.405.314,00;4,35;51;83,83;5,4;1
EMP002415;Employee_2415;Male;54;Marketing;SEO Specialist;09/06/2024;Active;;Diploma;Medan;Rp32.473.945,00;>Rp25 jt;Rp9.374.647,00;4,05;36;82,44;2;4
EMP002416;Employee_2416;Female;58;Sales;Sales Manager;12/07/2020;Active;;Diploma;Yogyakarta;Rp29.661.819,00;>Rp25 jt;Rp5.218.903,00;4,1;26;98,24;5,9;2
EMP002417;Employee_2417;Male;56;HR;Recruiter;14/07/2022;Active;;Diploma;Yogyakarta;Rp11.988.501,00;Rp10 jt - Rp15 jt;Rp2.894.092,00;3,49;41;83,99;3,9;5
EMP002418;Employee_2418;Male;58;Marketing;SEO Specialist;01/01/2018;Active;;Diploma;Jakarta;Rp13.436.085,00;Rp10 jt - Rp15 jt;Rp6.448.072,00;2,6;11;89,69;8,5;1
EMP002419;Employee_2419;Male;44;Sales;Sales Executive;24/06/2023;Resigned;21/02/2025;Master;Semarang;Rp20.838.306,00;Rp15 jt - Rp25 jt;Rp9.739.234,00;4,31;2;96,7;1,7;2
EMP002420;Employee_2420;Male;41;HR;HR Manager;30/07/2022;Active;;High School;Medan;Rp16.665.482,00;Rp15 jt - Rp25 jt;Rp8.273.846,00;2,54;53;77,3;3,9;1
EMP002421;Employee_2421;Female;46;Customer Service;Call Center;29/10/2025;Active;;Diploma;Yogyakarta;Rp9.623.859,00;Rp5 jt - Rp10 jt;Rp1.591.353,00;3,94;16;97,33;0,6;4
EMP002422;Employee_2422;Female;49;Finance;Accountant;18/11/2021;Active;;Master;Medan;Rp7.433.934,00;Rp5 jt - Rp10 jt;Rp1.957.157,00;2,93;46;85,46;4,6;5
EMP002423;Employee_2423;Female;22;Operations;Operations Manager;06/09/2025;Active;;Bachelor;Semarang;Rp4.869.986,00;<Rp5 jt;Rp8.005.615,00;3,72;53;91,01;0,8;2
EMP002424;Employee_2424;Male;27;HR;HR Manager;02/10/2021;Active;;Bachelor;Yogyakarta;Rp15.211.501,00;Rp15 jt - Rp25 jt;Rp3.410.715,00;3,54;3;87,15;4,7;4
EMP002425;Employee_2425;Male;55;Logistics;Warehouse Staff;28/12/2025;Active;;Master;Jakarta;Rp25.491.062,00;>Rp25 jt;Rp2.209.699,00;4,24;54;89,26;0,5;5
EMP002426;Employee_2426;Female;37;Operations;Operations Staff;16/10/2018;Active;;Master;Medan;Rp27.317.873,00;>Rp25 jt;Rp9.365.552,00;2,76;40;75,29;7,7;4
EMP002427;Employee_2427;Female;22;Logistics;Warehouse Staff;13/06/2019;Active;;Master;Yogyakarta;Rp28.122.531,00;>Rp25 jt;Rp6.478.326,00;3,55;9;99,98;7;5
EMP002428;Employee_2428;Female;25;Finance;Financial Analyst;26/09/2019;Active;;Diploma;Bandung;Rp26.501.482,00;>Rp25 jt;Rp7.656.923,00;2,71;24;75,89;6,7;1
EMP002429;Employee_2429;Male;22;HR;HR Staff;31/03/2024;Active;;Diploma;Bandung;Rp20.789.196,00;Rp15 jt - Rp25 jt;Rp2.122.933,00;4,8;45;85,66;2,2;2
EMP002430;Employee_2430;Female;48;Customer Service;Call Center;27/10/2022;Active;;High School;Semarang;Rp29.396.089,00;>Rp25 jt;Rp229.798,00;3,77;54;89,4;3,6;4
EMP002431;Employee_2431;Male;23;Finance;Financial Analyst;16/09/2020;Active;;Bachelor;Jakarta;Rp20.573.634,00;Rp15 jt - Rp25 jt;Rp5.258.715,00;3,55;0;73,68;5,8;2
EMP002432;Employee_2432;Male;48;Operations;Accountant;15/02/2020;Resigned;28/12/2022;Bachelor;Surabaya;Rp5.316.277,00;Rp5 jt - Rp10 jt;Rp3.549.849,00;3,9;26;79,17;2,9;4
EMP002433;Employee_2433;Male;45;Marketing;SEO Specialist;07/01/2025;Resigned;Missing Resignation Date;Bachelor;Surabaya;Rp7.211.375,00;Rp5 jt - Rp10 jt;Rp7.068.572,00;0;49;87,21;1,4;4
EMP002434;Employee_2434;Female;51;Finance;Accountant;03/12/2024;Active;;Master;Medan;Rp19.160.821,00;Rp15 jt - Rp25 jt;Rp887.344,00;4,26;0;79,41;1,5;2
EMP002435;Employee_2435;Male;54;Marketing;Marketing Executive;28/08/2025;Active;;Diploma;Surabaya;Rp16.029.775,00;Rp15 jt - Rp25 jt;Rp1.487.606,00;4,08;43;81,18;0,8;2
EMP002436;Employee_2436;Male;47;Operations;Customer Support;04/08/2024;Resigned;Missing Resignation Date;Diploma;Semarang;Rp27.890.039,00;>Rp25 jt;Rp8.544.402,00;3,4;49;88,57;1,9;1
EMP002437;Employee_2437;Male;28;Finance;Financial Analyst;08/01/2022;Resigned;25/10/2023;Bachelor;Semarang;Rp20.353.479,00;Rp15 jt - Rp25 jt;Rp5.264.697,00;2,98;58;80,53;1,8;2
EMP002438;Employee_2438;Female;26;Finance;Accountant;23/09/2020;Resigned;11/09/2022;Diploma;Semarang;Rp32.594.150,00;>Rp25 jt;Rp152.188,00;3,4;4;95,76;2;4
EMP002439;Employee_2439;Female;25;Sales;Sales Executive;23/05/2019;Active;;High School;Yogyakarta;Rp17.713.574,00;Rp15 jt - Rp25 jt;Rp4.258.065,00;3,69;18;73,63;7,1;2
EMP002440;Employee_2440;Male;41;HR;HR Manager;27/03/2021;Active;;Diploma;Bandung;Rp14.974.526,00;Rp10 jt - Rp15 jt;Rp1.413.909,00;3,03;6;85,92;5,2;5
EMP002441;Employee_2441;Male;47;Marketing;SEO Specialist;16/12/2018;Active;;Diploma;Yogyakarta;Rp16.432.614,00;Rp15 jt - Rp25 jt;Rp1.403.276,00;3,52;55;95,05;7,5;5
EMP002442;Employee_2442;Female;30;IT;Software Engineer;07/01/2023;Active;;Bachelor;Jakarta;Rp6.972.935,00;Rp5 jt - Rp10 jt;Rp7.915.702,00;2,76;6;81,69;3,4;4
EMP002443;Employee_2443;Male;44;Marketing;SEO Specialist;25/08/2022;Active;;Master;Yogyakarta;Rp14.429.697,00;Rp10 jt - Rp15 jt;Rp1.742.762,00;4,2;37;83,28;3,8;3
EMP002444;Employee_2444;Female;26;Customer Service;Customer Support;16/05/2018;Resigned;22/08/2021;High School;Bandung;Rp20.652.326,00;Rp15 jt - Rp25 jt;Rp5.831.406,00;4,66;15;85,52;3,3;1
EMP002445;Employee_2445;Female;39;IT;Data Analyst;30/09/2025;Active;;Diploma;Yogyakarta;Rp11.414.601,00;Rp10 jt - Rp15 jt;Rp4.885.947,00;3,75;28;70,99;0,7;5
EMP002446;Employee_2446;Female;40;Operations;Operations Manager;16/04/2023;Active;;Bachelor;Yogyakarta;Rp15.282.951,00;Rp15 jt - Rp25 jt;Rp9.281.568,00;3,48;38;86,7;3,2;5
EMP002447;Employee_2447;Female;26;Customer Service;Call Center;19/01/2020;Active;;High School;Surabaya;Rp22.240.594,00;Rp15 jt - Rp25 jt;Rp4.627.710,00;2,97;32;96,27;6,4;5
EMP002448;Employee_2448;Female;27;Operations;Operations Staff;14/05/2024;Active;;Bachelor;Jakarta;Rp30.365.222,00;>Rp25 jt;Rp4.914.479,00;3,65;31;93,61;2,1;4
EMP002449;Employee_2449;Male;41;Logistics;Supply Chain Analyst;05/03/2023;Active;;Diploma;Surabaya;Rp6.571.756,00;Rp5 jt - Rp10 jt;Rp285.065,00;4,42;19;89,39;3,3;1
EMP002450;Employee_2450;Male;29;Finance;Financial Analyst;15/02/2025;Active;;Master;Medan;Rp20.551.581,00;Rp15 jt - Rp25 jt;Rp9.970.556,00;3,02;50;75,41;1,3;3
EMP002451;Employee_2451;Female;35;Finance;Accountant;07/02/2018;Active;;High School;Bandung;Rp8.609.697,00;Rp5 jt - Rp10 jt;Rp8.506.424,00;0;35;85,9;8,4;3
